央视,#genre#
Télé Culturelle Médias,https://5790d294af2dc.streamlock.net/8150/8150/chunklist.m3u8
Urdu TV Toronto,http://cdn4.live247stream.com/urdu/tv/playlist.m3u8
VBS,https://uni6rtmp.tulix.tv/vbstv/vbsabr.smil/chunklist.m3u8

英国,#genre#
92 News UK,https://securecontributions.sechls01.visionip.tv/live/securecontributions-securecontributions-92_news-hsslive-25f-16x9-SD/chunklist.m3u8
Ahlulbayt TV,http://109.123.126.14:1935/live/livestream1.sdp/chunklist.m3u8
Akaal TV,https://cdnamd-hls-globecast.akamaized.net/live/ramdisk/akaal_tv/hls1_smart_akaal/akaal_tv.m3u8
Al Araby,https://alaraby.cdn.octivid.com/alaraby/smil:alaraby.stream.smil/playlist.m3u8
Al Hiwar,https://mn-nl.mncdn.com/alhiwar_live/smil:alhiwar.smil/playlist.m3u8
BBC 1 Scotland,https://edge-1192-ch-gv.filmon.com/live/3166.high.stream/playlist.m3u8
BBC Arabic,https://vs-hls-ww.live.cf.md.bbci.co.uk/pool_902/live/nonuk/bbc_arabic_tv/bbc_arabic_tv.isml/index.m3u8
BBC News,http://176.10.117.3:5000/play/a035#http://51.52.156.22:8888/http/004#https://edge-1192-ch-gv.filmon.com/live/27.high.stream/playlist.m3u8
BBC Persian,https://vs-hls-ww.live.cf.md.bbci.co.uk/pool_902/live/nonuk/bbc_persian_tv/bbc_persian_tv.isml/index.m3u8
BBC World News,http://103.199.161.254/Content/bbcworld/Live/Channel(BBCworld)/index.m3u8
Bloomberg TV,https://ch.iptvmate.net/d45029521a599f98f4f0383aacc33b92.m3u8
Box Hits,http://csm-e.tm.yospace.com/csm/extlive/boxplus01,boxhits-desktop.m3u8?yo.up=http%3a%2f%2fboxtv-origin-elb.cds1.yospace.com%2fuploads%2fboxhits%2f#http://csm-e.tm.yospace.com/csm/extlive/boxplus01,boxhits-desktop.m3u8?yo.up=http%3a//boxtv-origin-elb.cds1.yospace.com/uploads/boxhits/
BritAsia TV,https://a.jsrdn.com/broadcast/22693_4rGhgrBU/-0800/hi/c.m3u8
British Muslim TV,http://cdnamd-hls-globecast.akamaized.net/live/ramdisk/british_muslim_tv/hls1/index.m3u8#https://cdnamd-hls-globecast.akamaized.net/live/ramdisk/british_muslim_tv/hls1/index.m3u8
Buffalo TV,https://na-all15.secdn.net/pegstream3-live/play/c3e1e4c4-7f11-4a54-8b8f-c590a95b4ade/playlist.m3u8
Canaf 54,https://stream.ecable.tv/canaf54/tracks-v1a1/mono.m3u8
Cbeebies,http://51.52.156.22:8888/http/003
Cruise 1st TV,https://cdnamd-hls-globecast.akamaized.net/live/ramdisk/cruise_tv/hls_video/index.m3u8
DEEJAY TV,https://deejay_tv-lh.akamaihd.net/i/DeejayTv_1@129866/master.m3u8
Eman Channel,https://ap02.iqplay.tv:8082/iqb8002/3m9n/playlist.m3u8
Forces TV,https://edge-1192-ch-gv.filmon.com/live/3386.high.stream/playlist.m3u8
Gems TV,http://57d6b85685bb8.streamlock.net:1935/abrgemporiaukgfx/livestream_360p/index.m3u8
GOD TV,https://zypelive-lh.akamaihd.net/i/default_1@745545/master.m3u8
Hala London,https://halaldn.cdn.mangomolo.com/halavd/smil:halavd.stream.smil/chunklist.m3u8
HBO,http://136.243.177.164/HBO/playlist.m3u8
HBO 2,http://161.0.157.5/PLTV/88888888/224/3221227026/03.m3u8
Horizon Sports,https://a.jsrdn.com/broadcast/22705/+0000/hi/c.m3u8
HUSTLER TV,http://catchup.iptv.iinet.rs/playlist.m3u8?id=177&token=dG9rZW49LVkzblctbGw0RUdzSWhVWWdDUlNiUjZMbGpBbkVUNzgmaWQ9NzImc2VjcmV0PW90dA==&
ITV,https://sportportal1.akamaized.net/hls/live/702646/itvlive/ITV1PORTAL2/master.m3u8
ITV2,http://51.52.156.22:8888/http/005
Kanshi TV,https://live.kanshitv.co.uk/mobile/kanshitvkey.m3u8
Kerrang,http://csm-e.tm.yospace.com/csm/extlive/boxplus01,kerrang-desktop.m3u8?yo.up=http://boxtv-origin-elb.cds1.yospace.com/uploads/kerrang/
Kiss,http://csm-e.tm.yospace.com/csm/extlive/boxplus01,kiss-inapp.m3u8?yo.up=http%3a//boxtv-origin-elb.cds1.yospace.com/uploads/kiss/
Magic,http://csm-e.tm.yospace.com/csm/extlive/boxplus01,magic-desktop.m3u8?yo.up=http://boxtv-origin-elb.cds1.yospace.com/uploads/magic/
MATV,https://a.jsrdn.com/r-373576a2/publish/22677_J8PT4x6prY/index.m3u8
MTA 1 ,https://cflive-emea.live-delivery.ooyala.com/out/u/3vkkbgnvsm2r5/101593/1lanVtaDE6sCK6v0vDomDayqoKeSal6G/cn/8fb839e3a82045bd99a92ecd9df257e5.m3u8
MTA 1 English,https://ooyalahd2-f.akamaihd.net/i/mtaeng_delivery@345736/master.m3u8#https://ooyalahd2-f.akamaihd.net/i/mtaorigin_delivery@353498/master.m3u8
MTA 1 Urdu,https://ooyalahd2-f.akamaihd.net/i/mtaurdu_delivery@350117/master.m3u8
MTA 2,https://ooyalahd2-f.akamaihd.net/i/mtach7audio_delivery@65519/master.m3u8
MTA 2 Urdu,https://ooyalahd2-f.akamaihd.net/i/mtageraudio_delivery@308889/master.m3u8
MTA 3,https://ooyalahd2-f.akamaihd.net/i/mtach7_delivery@348438/master.m3u8
MTA Africa,https://ooyalahd2-f.akamaihd.net/i/mtaengaudio_delivery@138280/master.m3u8
MTV,http://unilivemtveu-lh.akamaihd.net/i/mtvno_1@346424/master.m3u8
Pop MAX,https://edge-1192-ch-gv.filmon.com/live/316.high.stream/playlist.m3u8
QVC,https://d1txbbj1u9asam.cloudfront.net/live/qvcuk_main_clean/bitrate1.isml/3/prog_index.m3u8
Really,https://edge-1192-ch-gv.filmon.com/live/2798.high.stream/playlist.m3u8
RT,https://rt-uk.secure.footprint.net/1106.m3u8?streamType=live
Sangat Television,https://api.new.livestream.com/accounts/6986636/events/5362122/live.m3u8
Screamfest,https://vcnleomarkstudios.teleosmedia.com/stream/leomarkstudios/screamfest/seglist_720p.m3u8
Sheffield Live TV,http://tv.sheffieldlive.org/hls/main.m3u8
SKY C1,https://skystreams-lh.akamaihd.net/i/SkyC1_1@500806/master.m3u8
Sky News,https://skynews2-plutolive-vo.akamaized.net/cdhlsskynewsamericas/1013/latest.m3u8?serverSideAds=true
Sky News Arabia,https://stream.skynewsarabia.com/hls/sna.m3u8
Spotlight TV,https://securecontributions.sechls01.visionip.tv/live/securecontributions-securecontributions-spotlighttv-hsslive-25f-SD/chunklist.m3u8
SUB RANG,https://cdn61.liveonlineservices.com/hls/subrang.m3u8

法国,#genre#
Francophonie 24,http://mv2.tvfrancophonie.org/live/Stream1/media_b776739_w671289549.m3u8
4 Kurd,http://51.210.199.28/hls/stream.m3u8
4 Turk Billboard,http://51.210.199.30/hls/stream.m3u8
Alpe d’Huez TV,https://edge10.vedge.infomaniak.com/livecast/ik:adhtv/chunklist.m3u8
Alsace 20,http://live.alsace20.fr/live/alsace20/ngrp:alsace20_all/playlist.m3u8
Antenne Réunion,http://41.213.128.196/ANT-REUNION2-HLS/ANT-REUNION2-HLS.m3u8?localization=ZEOP01
ARTE,http://artelive-lh.akamaihd.net/i/artelive_fr@344805/index_5_av-p.m3u8
BFM Business,https://bfmbusinesshds-lh.akamaihd.net/i/BFMBUSINESS_KB@664128/master.m3u8
BFM Grand Lille,https://live.creacast.com/grandlilletv/smil:grandlilletv.smil/playlist.m3u8
BFM Grand Littoral,https://live.creacast.com/grandlittoral/smil:grandlittoral.smil/playlist.m3u8
BFM Lyon,https://bfmlyon-lh.akamaihd.net/i/BFMLYON_KBS@797041/master.m3u8
BFM Paris,https://bfmparishdslive-lh.akamaihd.net/i/BFMPARIS_KB@429747/master.m3u8
BFMTV,https://bfmtvalive1-a.akamaihd.net/1992d859ea9c46a4a5108ec10e1385b5/eu-central-1/876450610001/7b4151e1e2434a7cacdb9936db7a7910/playlist_ssaiM.m3u8
BipTV,https://biptv.tv/live/biptvstream_orig/index.m3u8
Chérie 25,https://cherie25hls-lh.akamaihd.net/i/cherie25hls_1@579096/master.m3u8
D5 TV,https://live.creacast.com/d5tv/smil:d5tv.smil/playlist.m3u8
DBM,https://dbmtv.vedge.infomaniak.com/livecast/smil:dbmtv.smil/manifest.m3u8
Ere TV,http://api.new.livestream.com/accounts/7861901/events/8505052/live.m3u8
Euronews,https://raw.githubusercontent.com/exodiver/IPTV/master/M3U8/Token/EuroNews.m3u8
Fashion TV L'Original,https://a.jsrdn.com/broadcast/ftv2_1/-0800/c.m3u8#https://a.jsrdn.com/broadcast/ftv2_2/-0800/c.m3u8
Fashion TV Midnite Secrets,https://fash1043.cloudycdn.services/slive/_definst_/ftv_midnite_secrets_adaptive.smil/playlist.m3u8#https://fash1043.cloudycdn.services/slive/_definst_/ftv_ftv_midnite_k1y_27049_midnite_secr_108_hls.smil/chunklist.m3u8
Fashion TV Paris,https://fash1043.cloudycdn.services/slive/_definst_/ftv_ftv_paris_pg_4dg_27027_paris_pg18_188_hls.smil/playlist.m3u8#https://fash1043.cloudycdn.services/slive/_definst_/ftv_paris_adaptive.smil/playlist.m3u8
Fashion TV PG13,https://fash1043.cloudycdn.services/slive/_definst_/ftv_ftv_pg13_zw9_27065_ftv_pg13_196_hls.smil/playlist.m3u8
Fashion TV PG16,http://fash1043.cloudycdn.services/slive/_definst_/ftv_pg16_adaptive.smil/media.m3u8#https://fash1043.cloudycdn.services/slive/ftv_pg16_adaptive.smil/playlist.m3u8
France 24 Arabic,https://static.france24.com/live/F24_AR_HI_HLS/live_tv.m3u8#https://static.france24.com/live/F24_AR_LO_HLS/live_web.m3u8
France 24 English,http://f24hls-i.akamaihd.net/hls/live/221147/F24_EN_HI_HLS/master.m3u8#ttps://static.france24.com/live/F24_EN_HI_HLS/live_web.m3u8#https://static.france24.com/live/F24_EN_LO_HLS/live_web.m3u8
France 24 French,https://static.france24.com/live/F24_FR_HI_HLS/live_tv.m3u8
France Info,https://edge-1192-ch-gv.filmon.com/live/3887.high.stream/playlist.m3u8
Francophonie 24,http://mv2.tvfrancophonie.org/live/Stream1/media_b776739_w671289549.m3u8
Grand Lille TV,https://live.creacast.com/grandlilletv/smil:grandlilletv.smil/chunklist.m3u8
Gulli,https://d13anarbtxy8c5.cloudfront.net/6play/short/clr/gulli/sdindex.m3u8
Holygod TV Europe & Middle East,https://dcunilive47-lh.akamaihd.net/i/dclive_1@739146/master.m3u8
KTO,https://livehdkto-lh.akamaihd.net/i/LiveStream_1@178944/master.m3u8
L'Equipe 21,http://cdn.webtv4.cdnfr.orange.fr/hs/HALO3/hls/equipe21-850463/hls/index.m3u8
La Chaine Normande TV,http://live.lachainenormande.fr/live/lcn/livestream/playlist.m3u8#http://live.lachainenormande.fr:80/live/lcn/livestream/playlist.m3u8
LCI,https://lci-hls-live-ssl.tf1.fr/lci/1/hls/live.m3u8
MCM Top,http://ott-cdn.ucom.am/s49/index.m3u8
MDL,http://tv.mondeduloisir.fr:1935/tixtv/smil:web.smil/playlist.m3u8
Mezzo,http://ott-cdn.ucom.am/s35/index.m3u8
MYComedy,https://live.creacast.com/mycomedy/smil:mycomedy.smil/playlist.m3u8
NRJ12,https://nrj12hls-lh.akamaihd.net/i/nrj12hls_1@579113/master.m3u8
ONE GOLF,http://162.250.201.58:6211/pk/ONEGOLF/tracks-v1a1/mono.m3u8
Persiana Billboard,http://51.210.199.10/hls/stream.m3u8
Persiana Cinema,http://51.210.199.15/hls/stream.m3u8
Persiana Comedy,http://51.210.199.27/hls/stream.m3u8
Persiana Documentary,http://51.210.199.23/hls/stream.m3u8
Persiana Family,http://51.210.199.19/hls/stream.m3u8
Persiana Iranian,http://51.210.199.22/hls/stream.m3u8
Persiana Junior,http://51.210.199.18/hls/stream.m3u8
Persiana Music,http://51.210.199.24/hls/stream.m3u8
Persiana Nostalgia,http://51.210.199.20/hls/stream.m3u8
Persiana Technology,http://51.210.199.25/hls/stream.m3u8
Radio Contact,https://contact-lh.akamaihd.net/i/CONTACT_1@321283/master.m3u8
RMC,https://rmc2hdslive-lh.akamaihd.net/i/DVMR_RMC@167269/master.m3u8
RMC Decouverte,http://cdn.webtv4.cdnfr.orange.fr/hs/HALO3/hls/rmcdecouverte-850466/hls/index.m3u8
RT France,https://rt-france.secure.footprint.net/1107.m3u8?streamType=live
TF1,https://tf1-hls-live-ssl.tf1.fr/tf1/1/hls/live.m3u8
TF1 Séries Films,https://tsf-hls-live-ssl.tf1.fr/tsf/1/hls/live.m3u8
TFX,https://tfx-hls-live-ssl.tf1.fr/tfx/1/hls/live.m3u8
TMC,https://tmc-hls-live-ssl.tf1.fr/tmc/1/hls/live.m3u8
TV3V,https://tv3v.hdr-tv.com/live/tv3v/livestream/master.m3u8
TV5 Style,https://tv5styleen-i.akamaihd.net/hls/live/631650/tv5styleen/index.m3u8
TV5Monde Info,https://v3plusinfo247hls-i.akamaihd.net/hls/live/218877/v3plusinfo247hls/index.m3u8
TV5Monde Pacifique,https://tv5pacifiqueen-i.akamaihd.net/hls/live/630175-b/tv5pacifiqueen/master.m3u8
TV7 Colmar,https://tv7.hdr-tv.com/live/tv7/livestream/playlist.m3u8
TV78,https://streamtv.cdn.dvmr.fr/TV78/ngrp:tv78.stream_all/master.m3u8
TVPI,http://streamcast.oc3n.net:1935/TVPI/myStream700.sdp/live.m3u8
TVR,https://streamtv.cdn.dvmr.fr/TVR/ngrp:tvr.stream_all/master.m3u8
TZiK,https://54627d4fc5996.streamlock.net/tzik/tzik/chunklist.m3u8
viaMirabelle,https://live.creacast.com/mirabelletv/smil:mirabelletv.smil/playlist.m3u8
viàMATÉLÉ,https://streamer01.myvideoplace.tv/streamer02/hls/MATL_VLOC_PAD_100919_medium/index.m3u8

德国,#genre#
Baden TV,http://badentv-stream2.siebnich.info/rtplive/btv.stream/live.m3u8
QVC,http://ios-stream.qvc.de/qvc.m3u8
a.tv,http://augsburgtv.iptv-playoutcenter.de:1935/augsburgtv/augsburgtv.stream_1/playlist.m3u8#https://augsburgtv.iptv-playoutcenter.de/augsburgtv/augsburgtv.stream_1/playlist.m3u8
Allgäu TV,http://tvallgaeu.iptv-playoutcenter.de:1935/tvallgaeu/tvallgaeu.stream_2/playlist.m3u8
Anixe HD,https://ma.anixa.tv/clips/stream/anixehd/index.m3u8
ARD HD,https://derste247livede.akamaized.net/hls/live/658317/daserste_de/master.m3u8#https://mcdn.daserste.de:443/daserste/de/master_3744.m3u8
Baden TV,http://badentv-stream2.siebnich.info/rtplive/btv.stream/live.m3u8#https://cdn.icu.de/rtplive/btv.stream/playlist.m3u8
BLK TV,https://58bd5b7a98e04.streamlock.net/medienasa-live/_definst_/BLKonline_high/playlist.m3u8
BR FERNSEHEN,https://brlive-lh.akamaihd.net/i/bfssued_germany@119890/master.m3u8
BR Fernsehen Germany,http://livestreams.br.de/i/bfssued_germany@119890/master.m3u8
BR Fernsehen Nord HD,https://brlive-lh.akamaihd.net/i/bfsnord_germany@119898/index_1_av-p.m3u8#http://livestreams.br.de/i/bfsnord_germany@119898/master.m3u8
BR Fernsehen Süd HD,https://brlive-lh.akamaihd.net/i/bfssued_germany@119890/index_1_av-p.m3u8
Campus TV Magdeburg,http://iptvcodes.blogspot.com@62.113.210.250/medienasa-live/ok-wernigerode_high/hasbahca.m3u8#http://iptvcodes.blogspot.com@62.113.210.250/medienasa-live/ok-wernigerode_high/hasbahca.m3u8?bitrate=800
Chemnitz Fernsehen,https://chemnitz.iptv-playoutcenter.de/chemnitz/chemnitzfernsehen.stream_1/playlist.m3u8
Deutsche Welle,https://dwstream5-lh.akamaihd.net/i/dwstream5_live@124540/master.m3u8#https://dwstream52-lh.akamaihd.net/i/dwstream52_live@500528/master.m3u8#https://dwstream6-lh.akamaihd.net/i/dwstream6_live@123962/master.m3u8
Deutsche Welle Arabic,https://dwstream2-lh.akamaihd.net/i/dwstream2_live@124400/master.m3u8
Deutsche Welle English,https://dwstream1-lh.akamaihd.net/i/dwstream1_live@120422/master.m3u8#https://dwstream4-lh.akamaihd.net/i/dwstream4_live@131329/master.m3u8
Deutsche Welle Español,https://dwstream3-lh.akamaihd.net/i/dwstream3_live@124409/master.m3u8
Deutsches Musik Fernsehen,https://tv.artcom-venture.de/dmf/tv.m3u8
Donau TV,http://donautv.iptv-playoutcenter.de:1935/donautv/donautv.stream_1/playlist.m3u8#http://donautv.iptv-playoutcenter.de:1935/donautv/donautv.stream_2/playlist.m3u8
dorf tv,https://stream.openplayout.org/hls/dorf_high/index.m3u8
Dresden Fernsehen,https://dresden.iptv-playoutcenter.de/dresden/dresdenfernsehen.stream_1/playlist.m3u8
ELBEKANAL,http://62.113.210.250/medienasa-live/_definst_/mp4:elbe_high/playlist.m3u8
EOTV,https://5856e1a25f71a.streamlock.net/easycast9-live/_definst_/mp4:livestreamhd5/chunklist.m3u8
ERF 1,http://14000-l.z.core.cdn.streamfarm.net/007erfiphonelive/smil:stream_live.smil/playlist.m3u8#https://cldf-wzw-live.r53.cdn.tv1.eu/14000erf/_definst_/live/app610238466/w2371551233/live.smil/playlist.m3u8
EWTN katholisches TV,https://d3j0n5al39mfyd.cloudfront.net/p/GERG.m3u8
Filstalwelle,http://62.113.210.2/filstalwelle-live/_definst_/mp4:livestream/playlist.m3u8
Franken Fernsehen,http://frankentv.iptv-playoutcenter.de:1935/frankentv/frankentv.stream_1/playlist.m3u8
H1,http://livestream.htp.tv/hls-live/livepkgr/_definst_/H1/H1_HQ.m3u8
Halle,http://62.113.210.250/medienasa-live/tvhalle_high/HasBahCa.m3u8
health.tv,http://62.67.13.53:1935/HealthTV/ghtv_live_master.stream/playlist.m3u8
HR,http://livestream-1.hr.de/i/hr_fernsehen@75910/master.m3u8
HR Event 2,https://hrevent2-lh.akamaihd.net/i/hr_event2@309240/master.m3u8
HR Fernsehen,https://hrlive1-lh.akamaihd.net/i/hr_fernsehen@75910/master.m3u8
HR HD,http://livestream-1.hr.de:80/i/hr_fernsehen@75910/master.m3u8
HSE 24,https://edge-1192-ch-gv.filmon.com/live/4727.high.stream/playlist.m3u8
HSE 24 Extra,https://edge-1192-ch-gv.filmon.com/live/4730.high.stream/playlist.m3u8
HSE24,https://hse24.akamaized.net/hls/live/2006663/hse24/playlist.m3u8
Isar TV,http://isar-tv.iptv-playoutcenter.de:1935/isar-tv/isar-tv.stream_1/playlist.m3u8#,https://isar-tv.iptv-playoutcenter.de/isar-tv/isar-tv.stream_1/playlist.m3u8
K-TV,https://d1pz8zear993v8.cloudfront.net/hlsme/kathtv.m3u8
Kika HD,https://kika-lh.akamaihd.net/i/livetvkika_ww@72295/index_3776_av-p.m3u8?sd=10&rebase=on
Leipzig Fernsehen,https://leipzig.iptv-playoutcenter.de/leipzig/leipzigfernsehen.stream_1/playlist.m3u8
Light Channel,http://streamer1.streamhost.org:1935/salive/lctvde/playlist.m3u8
M4TV,https://5a32c05065c79.streamlock.net/live/stream/playlist.m3u8
MDF 1,http://62.113.210.250/medienasa-live/mdf1_high/agustiny.m3u8#http://62.113.210.250/medienasa-live/mdf1_high/HasBahCa.m3u8#http://62.113.210.250/medienasa-live/mdf1_high/playlist.m3u8
München TV,http://muenchentv.iptv-playoutcenter.de:1935/muenchentv/muenchentv.stream_1/.m3u8#http://muenchentv.iptv-playoutcenter.de:1935/muenchentv/muenchentv.stream_2/.m3u8#https://muenchentv.iptv-playoutcenter.de/muenchentv/muenchentv.stream_1/playlist.m3u8
NDR Fernsehen,https://ndrfs-lh.akamaihd.net/i/ndrfs_nds@430233/master.m3u8
NDR Hamburg,https://ndrfs-lh.akamaihd.net/i/ndrfs_hh@430231/master.m3u8
NDR Mecklenburg-Vorpommern,https://ndrfs-lh.akamaihd.net/i/ndrfs_mv@430232/master.m3u8
NDR Schleswig-Holstein,https://ndrfs-lh.akamaihd.net/i/ndrfs_sh@430234/master.m3u8
Noa 4 Hamburg,https://hls1.wtnet.de/noa4hh/apple/wifi6500.m3u8
Noa 4 Norderstedt,https://hls1.wtnet.de/noa4/apple/wifi6500.m3u8
NRWision,https://fms.nrwision.de/live/livestreamHD.stream_1080p/chunklist.m3u8
Oberpfalz TV,http://oberpfalztv.iptv-playoutcenter.de:1935/oberpfalztv/oberpfalztv.stream_1/master.m3u8
oe24 TV,https://apasfoe24l.sf.apa.at/ipad/oe24-live1/oe24.sdp/playlist.m3u8
Offener Kanal Dessau,http://iptvcodes.blogspot.com@62.113.210.250/medienasa-live/ok-dessau_high/hasbahca.m3u8
Offener Kanal Magdeburg,http://62.113.210.250/medienasa-live/ok-magdeburg_high/FluxusTV.m3u8#http://iptvcodes.blogspot.com@62.113.210.250/medienasa-live/ok-magdeburg_high/hasbahca.m3u8?bitrate=800#http://iptvcodes.blogspot.com@62.113.210.250/medienasa-live/ok-magdeburg_high/hasbahca.m3u8?bitrate=800
Offener Kanal Salzwedel,http://62.113.210.250/medienasa-live/ok-salzwedel_high/FluxusTV.m3u8#http://62.113.210.250/medienasa-live/ok-salzwedel_high/HasBahCa.m3u8?bitrate=800
OK-Stendal,http://62.113.210.250/medienasa-live/ok-stendal_high/hasbahca.m3u8#http://62.113.210.250/medienasa-live/ok-stendal_high/hasbahca.m3u8?bitrate=800
Okto,https://d38d1dtxhym0zi.cloudfront.net/LiveHTTPOrigin/okto/playlist.m3u8
Oldenburg Eins,http://oeins.de:1935/live/studio/playlist.m3u8
Parlamentsfernsehen 1,https://c13014-l-hls.u.core.cdn.streamfarm.net/1000153copo/hk1.m3u8#https://cldf-hlsgw.r53.cdn.tv1.eu/1000153copo/hk1.m3u8
Parlamentsfernsehen 2,https://c13014-l-hls.u.core.cdn.streamfarm.net/1000153copo/hk2.m3u8#https://cldf-hlsgw.r53.cdn.tv1.eu/1000153copo/hk2.m3u8
pearl.tv,http://enstyle.cdn.ses-ps.com/index.m3u8
pop10,http://iptvcodes.blogspot.com@62.113.210.250/medienasa-live/ok-dessau_high/hasbahca.m3u8?bitrate=800
Radio 21 TV,https://api.new.livestream.com/accounts/22300508/events/6675945/live.m3u8
Radio Weser TV Bremen,https://5857499ee635b.streamlock.net/radiowesertv-live/_definst_/mp4:livestreamTV/playlist.m3u8
RAN1 Regionalfernsehen,http://62.113.210.250:1935/medienasa-live/ran1_high/playlist.m3u8
Regio TV Schwaben,http://regiotv.iptv-playoutcenter.de:1935/regiotv/regiotv.stream_1/playlist.m3u8
RFO,http://rfo.iptv-playoutcenter.de:1935/rfo/rfo.stream_2/playlist.m3u8
Rhein Neckar Fernsehen,http://rnf.iptv-playoutcenter.de:1935/rnf/rnf.stream_1/playlist.m3u8
Rheinmain TV,https://586fb512206e4.streamlock.net/rheinmaintv-live/_definst_/mp4:livestream/chunklist.m3u8
RNF,https://rnf.iptv-playoutcenter.de/rnf/rnf.stream_1/playlist.m3u8
RTL Nitro,http://188.35.9.5:10020/stolen/479d/hot.dll
RTL Plus,http://188.35.9.5:10020/stolen/480c/hot.dll
Saarland Fernsehen 1,https://saarland1.iptv-playoutcenter.de/saarland1/saarland1.stream_1/playlist.m3u8
Saarland Fernsehen 2,https://saarland2.iptv-playoutcenter.de/saarland2/saarland2.stream_2/playlist.m3u8
Santhora TV,http://rtmp.santhoratv.zecast.net/santhoratv/santhoratv/playlist.m3u8
Sonnenklar.TV,http://euvia.cdn.ses-ps.com/HLS-Live/index.m3u8
Sophia TV,https://edge-1192-ch-gv.filmon.com/live/4721.high.stream/playlist.m3u8#https://www.onairport.live/sophiatv/smil:sophia-tv-en.smil/chunklist.m3u8
Sport 1,https://edge-1192-ch-gv.filmon.com/live/4121.high.stream/playlist.m3u8
SR Fernsehen HD,http://fs.live.sr.de/i/sr_universal02@107595/index_1662_av-b.m3u8
tagesschau 24,https://tagesschau-lh.akamaihd.net/i/tagesschau_1@119231/master.m3u8
Tele M1 HD,https://klive-a.akamaihd.net/dc-1/live/hls/p/1719221/e/1_ljzy3evp/sd/10000/t/nwOKUovT2mwnA8x_KnC4zg/index.m3u8
Tele Regional Passau 1,http://teleregionalpassau1.iptv-playoutcenter.de:1935/teleregionalpassau1/teleregionalpassau1.stream_1/playlist.m3u8
Telebasel,http://xapp510394368c1000199.f.l.z.lb.core-cdn.net/10096xtelebase/ios_500/hasbahca.m3u8
TeleBielingue,https://livevideo.infomaniak.com/streaming/livecast/telebielinguech/playlist.m3u8
TeleBärn HD,https://klive-a.akamaihd.net/dc-1/live/hls/p/1719221/e/1_0mc3z57p/sd/10000/t/XTGwenpKUhx_fbVnsiu9MQ/index.m3u8
TV Aktuell,http://tvaktuellr.iptv-playoutcenter.de:1935/tvaktuellr/tvaktuellr.stream_3/playlist.m3u8
TV Halle,http://62.113.210.250/medienasa-live/tvhalle_high/hasbahca.m3u8
TV Mainfranken,http://tvtouringw.iptv-playoutcenter.de:1935/tvtouringw/tvtouringw.stream_1/playlist.m3u8
TV Oberfranken,http://tvoberfranken.iptv-playoutcenter.de:1935/tvoberfranken/tvoberfranken.stream_1/playlist.m3u8
TV Würzburg,https://tvtouringw.iptv-playoutcenter.de/tvtouringw/tvtouringw.stream_1/playlist.m3u8
TVA,https://tvaktuellr.iptv-playoutcenter.de/tvaktuellr/tvaktuellr.stream_1/playlist.m3u8
TVA Ostbayern,http://tvaktuellr.iptv-playoutcenter.de:1935/tvaktuellr/tvaktuellr.stream_1/playlist.m3u8#http://tvaktuellr.iptv-playoutcenter.de:1935/tvaktuellr/tvaktuellr.stream_1/master.m3u8
TVO,https://tvoberfranken.iptv-playoutcenter.de/tvoberfranken/tvoberfranken.stream_1/playlist.m3u8
Unserding,https://srunserding-lh.akamaihd.net/i/visualradio_ud@197013/master.m3u8
VISIT-X.tv,https://stream.visit-x.tv/vxtv/live/playlist.m3u8
WDR,https://wdrfsww247.akamaized.net/hls/live/2009628/wdr_msl4_fs247ww/master_3776.m3u8#https://wdr_fs-lh.akamaihd.net/i/wdrfs_weltweit@112033/master.m3u8
World Of Free Sports TV,https://a.jsrdn.com/broadcast/22723/+0000/hi/c.m3u8

意大利,#genre#
51 Radio TV,http://wms.shared.streamshow.it:80/canale51/canale51/playlist.m3u8
AB Channel,https://59ef7ad665d1d.streamlock.net:1443/abchannel/abchannel/playlist.m3u8
Aurora Arte,https://59d7d6f47d7fc.streamlock.net/auroraarte/auroraarte/chunklist.m3u8
Azzurra TV,https://sb.top-ix.org/avtvlive/streaming/playlist.m3u8
CafèTV24,http://srv3.meway.tv:1957/cafe/live/playlist.m3u8
Canale 10,http://37.187.142.147:1935/ch10live/high.stream/live.m3u8#http://37.187.142.147:1935/ch10live/high.stream/playlist.m3u8
Canale 2 Altamura,https://59d7d6f47d7fc.streamlock.net/canale2/canale2/chunklist.m3u8#https://59d7d6f47d7fc.streamlock.net/canale2/canale2/playlist.m3u8
Canale 21 Campania,http://live.sloode.com:1935/canale21/live/playlist.m3u8
Canale 21 Lazio,http://live.sloode.com:1935/canale21/live2/playlist.m3u8
Canale 7,http://wms.shared.streamshow.it/canale7/canale7/playlist.m3u8#http://wms.shared.streamshow.it:1935/canale7/canale7/live.m3u8
Canale 8,http://wms.shared.streamshow.it:80/canale8/canale8/playlist.m3u8
Carina TV,http://wms.shared.streamshow.it/carinatv/carinatv/playlist.m3u8#http://wms.shared.streamshow.it/carinatv/mp4:carinatv/playlist.m3u8
Company TV,http://wma10.fluidstream.net/CompanyTV/_definst_/mp4:livestream_720p/playlist.m3u8#http://wma10.fluidstream.net/CompanyTV/smil:CompanyTV.smil/playlist.m3u8
Deejay TV,https://deejay_tv-lh.akamaihd.net/i/DeejayTv_1@129866/master.m3u8
Elive TV Brescia,https://59d7d6f47d7fc.streamlock.net/elivebresciatv/elivebresciatv/playlist.m3u8
